Agent Name,Agent Address,Agent City,FY 21 Net Sales
SHAWS 2584,155 GREAT ROAD,STOW,"$283,121.00 "
STOW BROOK GULF,626 GREAT RD RT 117,STOW,"$393,834.00 "
FRED'S VARIETY,25  BROOKFIELD RD,STURBRIDGE,"$659,881.00 "
HERITAGE XTRA MART,215 CHARLTON RD,STURBRIDGE,"$1,194,872.75 "
LUCKY MART,122 MAIN STREET,STURBRIDGE,"$1,348,910.25 "
MOBIL GAS,238 ROUTE 15,STURBRIDGE,"$448,230.75 "
RITE AID 10091,182 MAIN ST,STURBRIDGE,"$50,442.50 "
SAMS,392 MAIN ST,STURBRIDGE,"$673,832.50 "
SHAWS 2472,RT 131 MAIN ST,STURBRIDGE,"$516,259.75 "
STOP & SHOP #481,100 CHARLTON ROAD,STURBRIDGE,"$550,117.25 "
STURBRIDGE GAS,173 MAIN ST,STURBRIDGE,"$819,184.25 "
TEDDY G'S PUB & GRILLE,179 MAIN ST - UNIT 1,STURBRIDGE,"$646,004.00 "
YANKEE SPIRITS,376 MAIN STREET,STURBRIDGE,"$133,299.75 "
AMER LEGION POST-191,676 BOSTON POST RD,SUDBURY,"$270,786.00 "
LAVENDER ASIAN CUISINE,519A BOSTON POST RD,SUDBURY,"$810,585.75 "
NEW KIPPY'S,474 BOSTON POST ROAD,SUDBURY,"$122,864.25 "
RITE AID 10106,423 BOSTON POST RD,SUDBURY,"$67,900.25 "
SHAWS 2571,509 BOSTON POST RD,SUDBURY,"$359,137.00 "
SPERRYS FINE WINE & BREW,435 BOSTON POST ROAD,SUDBURY,"$29,311.00 "
STONY BROOK MARKET,29 HUDSON RD,SUDBURY,"$165,870.25 "
SUDBURY FARMS #208,439 BOSTON POST RD,SUDBURY,"$402,336.50 "
SUDBURY GULF,470 BOSTON POST RD,SUDBURY,"$529,895.75 "
SUDBURY SUNDRIES,100 BOSTON POST RD,SUDBURY,"$875,232.00 "
BILLYS BEVERAGE,13 BRIDGE ST,SUNDERLAND,"$197,693.75 "
GULF MART,668 AMHERST ROAD,SUNDERLAND,"$953,695.75 "
SUNDERLAND CORNER STORE,101 NO MAIN ST,SUNDERLAND,"$878,927.25 "
SUNDERLAND MARKET,283 AMHERST RD,SUNDERLAND,"$782,393.25 "
THE O'S,330 AMHERST ROAD,SUNDERLAND,"$54,307.50 "
THE SPIRIT SHOPPE,295 AMHERST RD,SUNDERLAND,"$99,116.50 "
DUDLEY GENDRON #414,156 BOSTON RD,SUTTON,"$692,907.00 "
NEW SUTTON XTRA MART,27 WORC PROVIDENCE TURNPIKE,SUTTON,"$731,517.00 "
NICKS COUNTRY MARKET,3 BOSTON RD,SUTTON,"$1,358,097.00 "
PRICE CHOPPER #244,171 WORCESTER-PROV  TPK,SUTTON,"$592,125.25 "
SUTTON CENTER COUNTRY STORE,3 SINGLETARY AVENUE,SUTTON,"$604,018.50 "
SUTTON XTRA MART,RTE 146 & BOSTON RD,SUTTON,"$446,916.00 "
ALLTOWN #2716,525 PARADISE RD,SWAMPSCOTT,"$314,290.75 "
BURRILL ST LIQUORS,205 BURRILL ST,SWAMPSCOTT,"$48,530.00 "
C & L PACKAGE,26-28 NEW OCEAN ST,SWAMPSCOTT,"$284,987.00 "
ESSEX SHELL,357 ESSEX STREET,SWAMPSCOTT,"$808,700.50 "
PARADISE CITGO,219 PARADISE RD,SWAMPSCOTT,"$35,205.50 "
RICHDALE,444 HUMPHREY ST,SWAMPSCOTT,"$1,000,795.75 "
RUSSELL CONVENIENCE,148 HUMPHREY STREET,SWAMPSCOTT,"$262,117.00 "
STOP & SHOP #015,450 PARADISE RD,SWAMPSCOTT,"$1,575,612.25 "
SWAMPSCOTT GULF,197 ESSEX ST,SWAMPSCOTT,"$601,493.00 "
VFW POST 1240,8 PINE ST,SWAMPSCOTT,"$536,701.00 "
A & G SERVICE CENTER,2264 G A R HWY,SWANSEA,"$26,373.75 "
BUFFINGTON MINI MART,75 BUFFINGTON STREET,SWANSEA,"$1,385,139.25 "
CUMBERLAND #2251,1131 GAR HIGHWAY RT6,SWANSEA,"$1,368,927.00 "
CUMBERLAND #2320,520 WILBUR AVE,SWANSEA,"$987,429.25 "
GRIDIRON SPORTS BAR,2416 G A R HWY,SWANSEA,"$665,605.50 "
HARVEST MARKET,2685 GAR HIGHWAY,SWANSEA,"$74,418.75 "
HOY TIN RESTAURANT,630 GAR HWY,SWANSEA,"$446,822.00 "
JAMES QUICK MART,55 JAMES REYNOLDS RD,SWANSEA,"$2,862,500.25 "
NEWSBREAK,RT6 STUARTS PLAZA,SWANSEA,"$2,734,097.75 "
POSTAL EXPRESS,377 WILBUR AVE,SWANSEA,"$29,082.50 "
RAYS SMOKE SHOP,25 MARKET STREET SUITE 1,SWANSEA,"$428,326.75 "
RITE AID 10213,510 WILBUR AVE,SWANSEA,"$173,390.00 "
SINGHA LIQUORS,27 MARKET ST,SWANSEA,"$200,074.75 "
SPEEDWAY #2484,800 GAR HIGHWAY,SWANSEA,"$267,751.75 "
SWANSEA GAS,737 GRAND ARMY HWY,SWANSEA,"$40,971.00 "
SWANSEA MART,367 WILBUR AVE,SWANSEA,"$2,129,630.25 "
SWANSEA MINI MART,651 GAR HIGHWAY,SWANSEA,"$625,699.00 "
SWANSEA MOBIL,52 JAMES REYNOLDS,SWANSEA,"$1,141,721.25 "
SWANSEA SHELL #52,2345 GRAND ARMY HWY,SWANSEA,"$829,113.50 "
TOWNE LIQUORS,391 WILBUR AVE,SWANSEA,"$351,129.50 "
VENUS DE MILO RESTAURANT,75 GAR HIGHWAY,SWANSEA,"$22,840.00 "
VFW POST #2045,130 MAIN STREET,SWANSEA,"$325,880.75 "
VINTAGE BARN WINE & SPIRITS,580 GAR HIGHWAY,SWANSEA,"$71,578.00 "
WILLABY'S BILLIARDS LTD,1199 GAR HIGHWAY,SWANSEA,"$103,780.50 "
YANKEE SPIRITS,207 SWANSEA MALL DR,SWANSEA,"$153,607.25 "
44 EXPRESS,400 WINTHROP ST,TAUNTON,"$917,321.75 "
7-ELEVEN 37398,2068 BAY ST,TAUNTON,"$2,057,686.50 "
96 WINTHROP GAS,96 WINTHROP ST,TAUNTON,"$111,619.50 "
ANDY'S MARKET & LIQUORS,802 BAY ST,TAUNTON,"$957,716.50 "
ATLANTIC CAFE,10 PLAIN ST,TAUNTON,"$434,409.00 "
B & E VARIETY,185 WEIR ST,TAUNTON,"$1,900,499.25 "
BAHA BROS SANDBAR GRILL,64 WEIR ST,TAUNTON,"$158,915.25 "
BINS MART,309 WHITTENTON ST,TAUNTON,"$1,093,216.50 "
BJ'S WHOLESALE #159,2085 BAY STREET,TAUNTON,"$86,348.50 "
BOBBY'S PLACE,60-62 WEIR ST,TAUNTON,"$6,251.00 "
BRENNAN'S SMOKE SHOP,ONE BROADWAY,TAUNTON,"$207,639.50 "
COUNTRY FARM,285 WINTHROP ST,TAUNTON,"$1,760,723.50 "
COUNTY LIQUORS,539 COUNTY ST,TAUNTON,"$1,272.00 "
COUNTY LIQUORS,539 COUNTY ST,TAUNTON,"$118,648.00 "
COURT ST MUTUAL,53 COURT ST,TAUNTON,"$394,898.25 "
CRONIN'S SPA,36 ADAMS ST,TAUNTON,"$335,142.25 "
CUMBERLAND #2325,141 BROADWAY,TAUNTON,"$866,076.50 "
CUMBERLAND #2340,318 COUNTY ST,TAUNTON,"$861,163.50 "
CVS  ATTN:  LOTTERY,7 WASHINGTON ST,TAUNTON,"$132,354.00 "
DAVID F ADAMS POST 611,82 INGELL STREET UNIT 4,TAUNTON,"$58,730.50 "
EAGAN'S PACKAGE STORE,48 COHANNET ST,TAUNTON,"$314,196.50 "
EAGLES SOCCER CLUB,29 OAK ST,TAUNTON,"$1,387,757.00 "
FRANKS GOODTIME LOUNGE,381 WINTHROP ST,TAUNTON,"$646,621.50 "
GEKO TAUNTON,229 WEIR ST,TAUNTON,"$356,636.75 "
GIRLIES VARIETY STORE,96 OAK ST,TAUNTON,"$2,378,300.00 "
GL GAS,440 WINTHROP ST,TAUNTON,"$139,670.50 "
GLOBE LIQUORS,5 CAPE HIGHWAY,TAUNTON,"$74,995.00 "
GLOBE LIQUORS,5 CAPE ROAD,TAUNTON,"$256,877.50 "
GOLDSTEINS 5 & 10,428 BAY ST,TAUNTON,"$177,092.75 "
GRAMPY'S,165-167 HIGH STREET,TAUNTON,"$521,841.50 "
GROVE STREET TAVERN,53 GROVE STREET,TAUNTON,"$160,262.00 "
HANNAFORD #8383,255 J E WARNER BLVD,TAUNTON,"$399,300.00 "
HOLIDAY INN TAUNTON,700 MYLES STANDISH BLVD,TAUNTON,"$21,871.00 "
HOMEPLATE,1094 BAY STREET,TAUNTON,"$887,297.75 "
ITALIAN  NATURALIZATION,46 WALES ST,TAUNTON,"$456,436.00 "
K & K FOOD MART,83 1/2 BROADWAY,TAUNTON,"$463,005.00 "
LEAHY'S LIQUOR STORE,16 WASHINGTON STREET,TAUNTON,"$64,883.50 "
MOBIL MART,342 WINTHROP ST,TAUNTON,"$88,008.00 "
MPG GAS #105,231 BROADWAY,TAUNTON,"$1,668,568.00 "
NEW ENGLAND FARMS,148 NORTH WALKER ST,TAUNTON,"$26,485.25 "
OAKLAND VARIETY,246 TREMONT ST,TAUNTON,"$880,651.50 "
PARK NEWS,28 BROADWAY STREET,TAUNTON,"$361,774.50 "
PETE'S MART,370 COUNTY ST,TAUNTON,"$231,393.50 "
PETE'S MART,370 COUNTY STREET,TAUNTON,"$434,067.25 "
POLISH AMERICAN CLUB,314-316 BAY STREET,TAUNTON,"$599,236.50 "
PORT AMER CIVIC CLUB,175 SCHOOL ST,TAUNTON,"$326,464.50 "
PRESTIGE CARWASH & GAS,13 CAPE RD,TAUNTON,"$506,381.00 "
REGAL LIQUOR & FOOD MART,356 BAY ST,TAUNTON,"$965,587.25 "
RITE AID 10214,237 BROADWAY,TAUNTON,"$21,232.25 "
RITE AID 10215,51 TREMONT ST,TAUNTON,"$201,537.75 "
RITE AID 10216,175 DEAN ST,TAUNTON,"$105,071.00 "
SMART STOP SHOP,306 WINTHROP ST,TAUNTON,"$1,593,062.75 "
SMITTY'S SPORTS PUB,445 BAY STREET,TAUNTON,"$170,580.00 "
SPEEDWAY #2432,943 COUNTY ST,TAUNTON,"$432,930.25 "
SPEEDWAY #2516,23 CAPE RD,TAUNTON,"$355,893.50 "
STANDISH GAS,240 ALFRED LORD BLVD,TAUNTON,"$618,837.50 "
STOP N GAS,96 WINTHROP ST,TAUNTON,"$61,453.75 "
STOP N SAVE,648 COUNTY ST,TAUNTON,"$1,058,913.25 "
STORE 44,73 WINTHROP ST,TAUNTON,"$3,053,319.50 "
SUNNY'S CONVENIENCE,100 LAWTON ST,TAUNTON,"$1,327,223.25 "
TAUNTON FOOD MART,12 WASHINGTON STREET,TAUNTON,"$679,580.25 "
TAUNTON LODGE OF ELKS #150,775 JOHN QUINCY ADAMS DR,TAUNTON,"$15,064.75 "
TAUNTON MART,1095 COUNTY ST,TAUNTON,"$1,005,504.50 "
TAUNTON SERVICE & CONVENIENCE,48 BROADWAY,TAUNTON,"$855,911.00 "
TAUNTON SPORTS CLUB,33 BAKER RD,TAUNTON,"$427,712.75 "
TAUNTON WINE & SPIRITS,239 BROADWAY,TAUNTON,"$192,948.25 "
THE PEARL,76 WEIR STREET,TAUNTON,"$73,333.00 "
THE UGLY DUCKLING REST & BAR,47 WEIR STREET,TAUNTON,"$44,694.50 "
TOWN FOOD MART,426 BAY ST,TAUNTON,"$1,619,018.75 "
TREMONT LIQUORS,43 TREMONT ST,TAUNTON,"$549,616.75 "
TRUCCHI'S MARKET #1,53 TREMONT ST,TAUNTON,"$657,448.25 "
TRUCCHI'S MARKET #3,534 COUNTY ST,TAUNTON,"$949,191.75 "
VAULT LIQUORS,280 WINTHROP ST,TAUNTON,"$236,812.75 "
WALT'S AUTO,289 BROADWAY,TAUNTON,"$254,619.25 "
WEIR FRUIT,519 WEIR ST,TAUNTON,"$1,077,010.50 "
WILLY J'S PUB,599 WINTHROP ST,TAUNTON,"$278,829.00 "
Y & Y MINI MART,2 GALLERIA MALL DR,TAUNTON,"$481,716.75 "
EXPRESS MART,4 ALPHONSE ST,TEATICKET,"$1,906,323.25 "
TEATICKET MARKET,125 TEATICKET HWY,TEATICKET,"$1,289,149.00 "
CANDLELIGHT,712 PATRIOTS ROAD,TEMPLETON,"$88,389.50 "
PATRIOT PACKAGE,394A PATRIOTS ROAD,TEMPLETON,"$87,959.75 "
7-ELEVEN 37501,2280 MAIN STREET,TEWKSBURY,"$4,054,134.50 "
A L PRIME ENERGY,1258 MAIN ST,TEWKSBURY,"$123,666.75 "
ANDYS VARIETY PACKAGE,420 WOBURN STREET,TEWKSBURY,"$1,565,580.00 "
AUBUT'S LIQUORS,1768 MAIN ST,TEWKSBURY,"$197,533.50 "
CHOPSTICK EXPRESS,910 ANDOVER STREET,TEWKSBURY,"$393,365.75 "
CRYSTAL GENERAL STORE,1120 MAIN STREET,TEWKSBURY,"$203,366.25 "
CRYSTALS GENERAL STORE,1120 MAIN ST,TEWKSBURY,"$1,278,503.50 "
CUMBERLAND #6759,270 MAIN ST,TEWKSBURY,"$1,075,594.25 "
DISCOUNT MADNESS,1325 MAIN ST,TEWKSBURY,"$48,795.50 "
DMP MART,1220 MAIN ST,TEWKSBURY,"$2,076,571.75 "
E MARKET,1699 SHAWSHEEN STREET,TEWKSBURY,"$1,697,164.25 "
E T D FOOD MART,365 MAIN STREET,TEWKSBURY,"$1,785,326.75 "
ELKS FUEL,2 MAIN ST,TEWKSBURY,"$594,983.25 "
ENERGY NORTH #2110,1700 SHAWSHEEN ST,TEWKSBURY,"$1,183,798.00 "
GALLOWAY'S GROCERETTE,1079 MAIN ST,TEWKSBURY,"$1,460,347.50 "
HOBART'S COUNTRY STORE,2514 MAIN ST,TEWKSBURY,"$3,802,652.75 "
J C SPIRITS,1699 SHAWSHEEN ST,TEWKSBURY,"$122,374.50 "
JADE EAST,433 MAIN ST,TEWKSBURY,"$1,344,731.50 "
KNIGHTS OF COLUMBUS,2068 MAIN ST,TEWKSBURY,"$145,775.50 "
KYOTO JAPANESE STEAKHOUSE,1487 MAIN ST,TEWKSBURY,"$662,738.50 "
LINCOLN LIQUORS,10 MAIN ST,TEWKSBURY,"$429,520.50 "
MAIN STREET LIQUORS,391 MAIN ST,TEWKSBURY,"$262,112.00 "
MARKET BASKET #08,10 MAIN ST,TEWKSBURY,"$722,697.50 "
MARKET BASKET #22,1900 MAIN STREET,TEWKSBURY,"$706,387.50 "
MAVERICKS BAR,2212 MAIN ST,TEWKSBURY,"$456,914.50 "
MNP MART,1992 MAIN ST,TEWKSBURY,"$947,537.50 "
NOURIA ENERGY #4034,1975 MAIN ST,TEWKSBURY,"$457,227.25 "
OAKDALE LIQUORS,1900 MAIN ST,TEWKSBURY,"$621,459.50 "
RICHDALE,1899 MAIN STREET UNIT 3,TEWKSBURY,"$886,208.50 "
RITE AID 10125,953 ANDOVER ST,TEWKSBURY,"$64,400.00 "
RT 38 SMOKE SHOP,553 MAIN ST,TEWKSBURY,"$243,284.25 "
SAM'S VARIETY,2316 MAIN ST,TEWKSBURY,"$99,410.50 "
SAM'S VARIETY,2316 MAIN STREET,TEWKSBURY,"$163,873.25 "
SKYBOX RESTAURANT,553 MAIN ST,TEWKSBURY,"$170,117.00 "
SMITTY'S LIQUORS,1091 MAIN ST,TEWKSBURY,"$418,635.50 "
SPEEDWAY #2485,1910 ANDOVER ST,TEWKSBURY,"$578,036.25 "
TEWKSBURY CONVENIENCE,156 SHAWSHEEN ST,TEWKSBURY,"$1,784,128.50 "
TEWKSBURY CONVENIENCE STORE,156 SHAWSHEEN STREET,TEWKSBURY,"$495,798.00 "
TEWKSBURY MOBIL,940 ANDOVER ST,TEWKSBURY,"$1,455,462.25 "
TEWKSBURY MOBIL,1785 ANDOVER ST,TEWKSBURY,"$2,055,595.25 "
THE SKYBOX,553 MAIN STREET,TEWKSBURY,"$369,324.00 "
THE TOBACCONIST,1875 MAIN ST,TEWKSBURY,"$47,771.50 "
TJ CALLAHAN'S PUB,1475 MAIN STREET,TEWKSBURY,"$676,265.00 "
WHITE DOVE PANTRY,910 ANDOVER STREET,TEWKSBURY,"$1,938,363.75 "
WILMINGTON ELKS 2070,777 SOUTH STREET,TEWKSBURY,"$1,089,611.50 "
JUNCTION VARIETY,4279 CHURCH STREET,THORNDIKE,"$1,104,039.50 "
ST JOSEPH CLUB,18 COMMERICAL ST,THORNDIKE,"$682,239.00 "
AMVETS POST,2150 MAIN ST,THREE RIVERS,"$271,059.75 "
COUNTRY CORNER CITGO,5 SPRINGFIELD ST,THREE RIVERS,"$823,691.00 "
PUBLIC PETROLEUM,2394 MAIN ST,THREE RIVERS,"$1,440,995.50 "
RAMADON'S PACKAGE STORE,2020 MAIN STREET,THREE RIVERS,"$74,869.00 "
S & S FOOD MART,2019 MAIN ST,THREE RIVERS,"$930,778.75 "
ST STANISLAUS,2114 MAIN STREET,THREE RIVERS,"$212,414.25 "
COUNTRY FARMS,20 MAIN STREET,TOPSFIELD,"$987,839.25 "
GIL'S GROCERY,30 MAIN ST,TOPSFIELD,"$277,223.50 "
LELAS VARIETY,49 MAIN ST,TOPSFIELD,"$23,317.50 "
BAILEY'S BAR & GRILLE,18 MAIN ST,TOWNSEND,"$137,847.25 "
ENERGY NORTH #2102,197 MAIN STREET,TOWNSEND,"$551,569.50 "
HANNAFORD #8009,18 MAIN ST,TOWNSEND,"$270,321.00 "
HONEY LAND FARMS,251 MAIN ST,TOWNSEND,"$2,815,605.50 "
MR MIKE'S #316,238 MAIN ST,TOWNSEND,"$435,219.50 "
OLD BRICK STORE,440 MAIN ST,TOWNSEND,"$659,924.75 "
RITE AID 10082,MAIN ST & RTE 119,TOWNSEND,"$58,518.25 "
TOWNSEND PACKAGE,224 MAIN ST,TOWNSEND,"$221,779.25 "
TOWNSEND VFW,491A  MAIN ST,TOWNSEND,"$393,472.75 "
WINE NOOK,18 MAIN ST,TOWNSEND,"$340,627.00 "
BETWEEN THE UPRIGHTS,23 AVE A,TURNERS FALLS,"$121,570.00 "
CONNECTICUT RIVER LIQUOR &,123 AVENUE A,TURNERS FALLS,"$160,061.00 "
CRESTVIEW LIQUORS,68 UNITY STREET,TURNERS FALLS,"$393,049.00 "
CUMBERLAND #6702,ONE MONTAGUE CITY RD,TURNERS FALLS,"$1,463,044.00 "
FOOD CITY,250 AVENUE A,TURNERS FALLS,"$971,487.50 "
HUBIE'S TAVERN & RESTAURANT,66 AVENUE A,TURNERS FALLS,"$281,962.00 "
MONTAGUE ELKS LODGE,1 COLUMBUS AVE,TURNERS FALLS,"$153,709.00 "
RITE AID 10076,240 AVENUE A,TURNERS FALLS,"$98,738.25 "
SCOTTY'S CONVENIENCE STORE,66 UNITY ST,TURNERS FALLS,"$1,239,976.25 "
ST KAZIMIER SOCIETY,197 A AVENUE,TURNERS FALLS,"$303,672.00 "
ST STANISLAW CLUB,6 K STREET,TURNERS FALLS,"$487,812.00 "
TURNERS FALLS GAS #04064,132 THIRD ST,TURNERS FALLS,"$1,002,544.00 "
ALLTOWN #2701,95-97 WESTFORD DR,TYNGSBORO,"$923,360.00 "
AMER LEGION POST 247,80 PAWRUCKET BLVD,TYNGSBORO,"$340,572.00 "
BRIDGEVIEW CONVENIENCE STORE,172 MIDDLESEX RD,TYNGSBORO,"$3,770,152.50 "
FLINT'S MARKET & LIQUORS,150 WESTFORD RD,TYNGSBORO,"$1,844,442.50 "
FORREST MARINE,426 MIDDLESEX RD,TYNGSBORO,"$2,831,347.25 "
G & G LIQUORS,24 WESTFORD RD,TYNGSBORO,"$1,717,186.25 "
LUKOIL,397 MIDDLESEX RD,TYNGSBORO,"$6,830,287.25 "
MAXAMILLIANS,315 MIDDLESEX RD,TYNGSBORO,"$490,589.00 "
SUN CITY VARIETY,240 LAKEVIEW AVE,TYNGSBORO,"$2,818,123.00 "
THIRSTY'S,25 PARHAM RD,TYNGSBORO,"$1,044,729.00 "
TREMONTE PIZZERIA,361 MIDDLESEX ROAD,TYNGSBORO,"$106,666.50 "
TYNGSBORO COUNTRY CLUB,80 PAWTUCKET BLVD,TYNGSBORO,"$71,013.50 "
TYNGSBOROUGH LIQUORS,24 MIDDLESEX RD,TYNGSBORO,"$258,947.00 "
COLONIAL LIQUORS,6 MILFORD ST,UPTON,"$31,535.00 "
COUNTRY CLUB  SOOPER,10 MAIN ST,UPTON,"$306,697.50 "
GASCO EXPRESS,44 MILFORD ST,UPTON,"$409,039.00 "
HONEY FARMS 3811,113 MAIN ST,UPTON,"$970,208.50 "
LIQUOR PLUS,125 MAIN STREET,UPTON,"$301,686.00 "
THE ROSE GARDEN RESTAURANT,16 MILFORD ST,UPTON,"$185,104.00 "
UPTON COLONIAL LIQUORS,6 MILFORD STREET,UPTON,"$20,714.00 "
BROTHERS LIQUOR,20 MENDON STREET,UXBRIDGE,"$182,547.75 "
CUMBERLAND #6765,128 N MAIN STREET,UXBRIDGE,"$864,161.00 "
HANNAFORD #14,158 N  MAIN ST,UXBRIDGE,"$339,914.25 "
HANNAS PLACE,775 QUAKER HWY,UXBRIDGE,"$582,439.50 "
HELLEN GARAGE,277 NORTH MAIN STREET,UXBRIDGE,"$444,236.25 "
HONEY FARMS 2758,1 NORTH MAIN ST,UXBRIDGE,"$21,931.00 "
KAPI'S PUB,270 N  MAIN ST,UXBRIDGE,"$394,473.25 "
NORTH END VARIETY,33 E HARTFORD AVE,UXBRIDGE,"$1,835,836.50 "
POL AMER SOC/CIVIC CORP,217 MENDON ST,UXBRIDGE,"$521,017.00 "
QUAKER DELI AND CONVENIENCE,544 QUAKER HWY,UXBRIDGE,"$983,996.00 "
QUAKER TAVERN,466 QUAKER HWY,UXBRIDGE,"$256,701.00 "
QUAKER XTRA MART,674 QUAKER HIGHWAY,UXBRIDGE,"$475,577.00 "
QUIT N TIME LIQUORS,300 N MAIN ST,UXBRIDGE,"$230,883.00 "
SHELL #4024,30 LACKEY DAM RD,UXBRIDGE,"$1,371,859.75 "
ST'S GENERAL STORE,110 MENDON ST,UXBRIDGE,"$1,088,434.50 "
UXBRIDGE BEER & WINE,158 N MAIN ST,UXBRIDGE,"$447,771.00 "
UXBRIDGE MOBIL,1 N MAIN ST,UXBRIDGE,"$535,622.50 "
VFW  POST #1385,13 CROSS RD,UXBRIDGE,"$343,021.50 "
CUMBERLAND #2304,7 LAGOON POND RD,VINEYARD HAVEN,"$1,645,589.50 "
STOP & SHOP #423,50 S WATER STREET,VINEYARD HAVEN,"$250,369.25 "
VINEYARD HAVEN XTRA MT,7-9 BEACH RD,VINEYARD HAVEN,"$306,142.50 "
WOODLAND VARIETY,455 STATE RD,VINEYARD HAVEN,"$2,785,732.25 "
AMERICAN LEGION  #204,159 HARTWELL ST,W BOYLSTON,"$159,273.00 "
CHOICE SMOKE SHOP,244 W BOYLSTON ST    2,W BOYLSTON,"$424,976.75 "
CUMBERLAND #6758,184-186 W BOYLSTON ST,W BOYLSTON,"$1,296,454.50 "
FYNDERS PUB,171 W BOYLSTON #2,W BOYLSTON,"$420,265.50 "
HONEY FARMS 3810,106 WORCESTER RD,W BOYLSTON,"$1,142,819.75 "
J & J NEWS & TOBACCO,360 W BOYLSTON ST   #101,W BOYLSTON,"$108,908.00 "
J & J VARIETY,360 W BOYLSTON ST SUITE 101,W BOYLSTON,"$1,365,346.50 "
SHELL #4025,257 W BOYLSTON ST,W BOYLSTON,"$767,634.50 "
THE DRAUGHT HOUSE BAR & GRILL,42 W BOYLSTON ST,W BOYLSTON,"$964,803.00 "
THE MILL,185 W BOYLSTON ST,W BOYLSTON,"$835,390.00 "
W BOYLSTON PACKAGE STORE,293 W BOYLSTON ST,W BOYLSTON,"$648,904.75 "
WACHUSETT COUNTRY CLUB,187 PROSPECT ST,W BOYLSTON,"$627,237.00 "
WACHUSETT WINE AND SPIRITS,21 FRANKLIN ST,W BOYLSTON,"$194,413.75 "
WACHUSETTS FARMS,106 WORCESTER RD,W BOYLSTON,"$346,320.75 "
7-ELEVEN 37387,397 W CENTER ST,W BRIDGEWATER,"$1,341,864.25 "
BARRETT'S ALEHOUSE,674 W CENTER ST,W BRIDGEWATER,"$740,582.50 "
BOSTON TAVERN,389 WEST CENTER ST,W BRIDGEWATER,"$779,123.50 "
CUMBERLAND #2353,8 N MAIN ST,W BRIDGEWATER,"$794,785.25 "
DUTCHLAND DRIVE THRU,501 N MAIN ST,W BRIDGEWATER,"$2,115,512.50 "
GRAND SLAM PIZZA-PUB,269 N MAIN ST,W BRIDGEWATER,"$488,437.50 "
HARDYS FINE FOOD & CATERING,740 N MAIN ST,W BRIDGEWATER,"$316,867.75 "
HOCKOMOCK LIQUORS,235 W CENTER ST,W BRIDGEWATER,"$449,034.25 "
JESSY'S LIQUORS,387 W CENTER ST,W BRIDGEWATER,"$226,899.75 "
MACY'S LIQUORS,4 SOUTH MAIN STREET,W BRIDGEWATER,"$86,628.50 "
MACY'S LIQUORS,4 SOUTH MAIN STREET,W BRIDGEWATER,"$132,215.50 "
MARKET BASKET #70,352 W CENTER ST,W BRIDGEWATER,"$587,096.00 "
MOTION GAS AND PROPANE,710 N MAIN STREET,W BRIDGEWATER,"$577,743.25 "
NIKO BAR AND GRILL,275 N MAIN ST,W BRIDGEWATER,"$226,754.00 "
QUICK STOP,47 NORTH MAIN STREET,W BRIDGEWATER,"$1,955,371.00 "
SHELL WEST BRIDGEWATER,506 W CENTER STREET,W BRIDGEWATER,"$644,643.00 "
THE CORNER MARKET,227 MATFIELD ST,W BRIDGEWATER,"$1,342,087.75 "
TOWN LINE GENERAL STORE,450 EAST CENTER ST,W BRIDGEWATER,"$936,490.50 "
TRUCCHI'S MARKET #2,53 EAST CENTER ST,W BRIDGEWATER,"$946,783.25 "
W BRIDGEWATER MOBIL MART,575 WEST CENTER ST,W BRIDGEWATER,"$1,239,435.25 "
YANGTZE INN,266 S MAIN ST,W BRIDGEWATER,"$85,050.75 "
COUNTRY CORNER,118 WEST MAIN ST,W BROOKFIELD,"$1,183,022.50 "
MAIN STREET LIQUORS,11 EAST MAIN ST,W BROOKFIELD,"$258,231.75 "
PLANTATION COUNTRY STORE,1 E MAIN ST,W BROOKFIELD,"$242,599.25 "
THE SPIRIT SHOPPE,143 W MAIN ST,W BROOKFIELD,"$641,037.50 "
YE OLDE TAVERN,7 E MAIN ST,W BROOKFIELD,"$537,121.75 "
LARRY'S  PX,1591 MAIN ST,W CHATHAM,"$43,669.25 "
MESERVEY HESS,1698 MAIN STREET,W CHATHAM,"$331,327.00 "
SHOP AHOY LIQUORS,1589 MAIN STREET,W CHATHAM,"$282,951.75 "
7-ELEVEN 37426,964 MAIN ST RT 28,W DENNIS,"$1,719,817.75 "
FINLEY'S LIQUORS,309 MAIN ST,W DENNIS,"$388,823.00 "
ROYAL PALACE,369 RT 28,W DENNIS,"$617,112.75 "
SUNDANCERS CAPE COD,116 MAIN STREET,W DENNIS,"$245,436.00 "
SWAN RIVER LIQUORS,964-A RT 28,W DENNIS,"$157,049.50 "
7-ELEVEN 34434-A,5 MAIN ST,W HARWICH,"$178,323.50 "
7-ELEVEN 34434-A,5 MAIN ST,W HARWICH,"$1,634,666.00 "
LUKE'S SUPER LIQUORS,224 RTE 28,W HARWICH,"$197,254.75 "
W NEWBURY FOOD MART,275 MAIN ST,W NEWBURY,"$262,255.00 "
CORNER MINI MART,3 BORDER ST,W NEWTON,"$1,169,752.25 "
HIGHLANDER FARMS,69 WALTHAM ST,W NEWTON,"$1,033,891.00 "
IN TOWN MARKET,979 WATERTOWN ST,W NEWTON,"$763,693.25 "
KNIGHTS OF COLUMBUS,121 CHAPEL STREET,W NEWTON,"$88,880.50 "
