Agent Name,Agent Address,Agent City,FY 17 Net Sales
CANTAB LOUNGE,738 MASS AVE,CAMBRIDGE,"$172,425.00"
INMAN SQ WINE & SPIRITS,1226 CAMBRIDGE ST,CAMBRIDGE,"$179,945.75"
MONTROSE SPA INC,1646 MASS AVE,CAMBRIDGE,"$184,185.25"
INTERNATIONAL CONVENIENCE,102 COLUMBIA STREET,CAMBRIDGE,"$195,000.00"
MT AUBURN VFW 8818,688 HURON AVE,CAMBRIDGE,"$203,490.00"
PARKINGWAY WINES,600 MASS AVE,CAMBRIDGE,"$205,839.75"
SHALIMAR FOOD,571 MASS AVE,CAMBRIDGE,"$219,833.75"
POLISH AMERICAN CITIZENS,747 CAMBRIDGE ST,CAMBRIDGE,"$230,708.00"
MEMORIAL DRIVE SHELL,820 MEMORIAL DR,CAMBRIDGE,"$251,434.25"
ASSOC NOTRE DAME,2322 MASS AVE,CAMBRIDGE,"$256,130.25"
D & D CONVENIENCE,101 MAGAZINE ST,CAMBRIDGE,"$268,287.50"
FIRST UNITED MARKET,271 BROOKLINE ST,CAMBRIDGE,"$288,005.75"
WESTERN AVE MARKET,317 WESTERN  AVE,CAMBRIDGE,"$289,131.00"
HARVARD MARKET,1623 CAMBRIDGE ST,CAMBRIDGE,"$290,127.75"
SARAH'S MARKET & CAFE,200 CONCORD AVE,CAMBRIDGE,"$296,923.75"
BRITE KLEEN DRY CLEANING,5 CAMBRIDGE PARK DR,CAMBRIDGE,"$313,499.00"
DUDLEY STREET MARKET,75 DUDLEY STREET,CAMBRIDGE,"$341,381.00"
SAV-MOR SPIRITS,231 ALEWIFE BROOK PK,CAMBRIDGE,"$354,700.50"
LUCKY CORNER,272 BROADWAY,CAMBRIDGE,"$361,758.25"
NEW TOWNE GRILLE,1945 MASS AVE,CAMBRIDGE,"$383,780.50"
STAR MKT 4589,20 SIDNEY ST,CAMBRIDGE,"$386,100.75"
SPEEDWAY #2424,2055 MASS AVE,CAMBRIDGE,"$397,089.00"
PADDY'S LUNCH,260 WALDEN ST,CAMBRIDGE,"$397,124.75"
CHICOS SUNOCO,515 CONCORD AVE,CAMBRIDGE,"$403,279.75"
FRANKS STEAK HOUSE,2310 MASS AVE,CAMBRIDGE,"$423,314.75"
TEDESCHI  #355,321 BROADWAY,CAMBRIDGE,"$439,832.25"
OUT OF TOWN NEWS,ZERO HARVARD SQUARE,CAMBRIDGE,"$440,906.00"
UNIVERSITY MARKET,1105 MASS AVE,CAMBRIDGE,"$463,200.50"
COURTSIDE RESTAURANT,291 CAMBRIDGE ST,CAMBRIDGE,"$470,672.00"
PEARL ST MARKET,87 PEARL ST,CAMBRIDGE,"$474,119.25"
PORTUGALIA,723 CAMBRIDGE ST,CAMBRIDGE,"$482,022.50"
ALBERTS MARKET,638 640 CAMBRIDGE,CAMBRIDGE,"$486,133.25"
CITY MARKET,1695 MASSACHUSETTS AVE,CAMBRIDGE,"$492,967.25"
MARTIN BROTHERS LIQUOR STORE,1144 CAMBRIDGE ST,CAMBRIDGE,"$509,165.25"
7-ELEVEN 20430-E,750 MASS AVE,CAMBRIDGE,"$532,212.75"
THISTLE AND SHAMROCK,62 WALDEN STREET,CAMBRIDGE,"$536,130.25"
7-ELEVEN 33550-B,275 PROSPECT ST,CAMBRIDGE,"$539,344.25"
LANES & GAMES INC,195 CONCORD TPK,CAMBRIDGE,"$542,570.25"
MEMORIAL DRIVE AUTO,815 MEMORIAL DR,CAMBRIDGE,"$558,776.00"
RIVERSIDE PIZZA/SEAF.,305 RIVER ST,CAMBRIDGE,"$559,934.75"
LIBBY'S MARKET,575 MASSACHUSETTS AVE,CAMBRIDGE,"$573,262.25"
SUNOCO #7529,266 MASS AVE,CAMBRIDGE,"$599,315.25"
FERNANDES MARKET,873 CAMBRIDGE ST,CAMBRIDGE,"$599,906.25"
7-ELEVEN 37472,321 BROADWAY,CAMBRIDGE,"$626,268.50"
SHELL GAS,239 MSGR OBRIEN HWY,CAMBRIDGE,"$647,188.25"
HAMPSHIRE MARKET,117 HAMPSHIRE ST,CAMBRIDGE,"$663,768.75"
BOSTON SPECIAL MOMOS,1 MBTA HARVARD STA,CAMBRIDGE,"$685,472.00"
7-ELEVEN 35827 A,2245 MASS AVE,CAMBRIDGE,"$755,092.75"
VIP CONVENIENCE,2362 MASS AVENUE,CAMBRIDGE,"$777,629.75"
FRIENDLY CORNER CONVENIENCE,2408 MASS AVE,CAMBRIDGE,"$810,014.25"
CENTRAL CONVENIENCE,468 MASS AVE,CAMBRIDGE,"$824,914.50"
FERRO'S FOODTOWN,336 RINDGE AVE,CAMBRIDGE,"$836,791.25"
QUICK FOOD MART,1253 CAMBRIDGE ST,CAMBRIDGE,"$884,080.50"
7-ELEVEN 33486-B,600 TECHNOLOGY SQ,CAMBRIDGE,"$885,322.75"
C'EST BON MARKET & LIQUORS,1436 MASS AVE,CAMBRIDGE,"$888,804.25"
STAR MKT 2565,699 MT AUBURN ST,CAMBRIDGE,"$998,639.75"
STAR MKT 163,49 WHITE ST,CAMBRIDGE,"$1,006,514.50"
FRESH MART,222 B BROADWAY,CAMBRIDGE,"$1,136,907.00"
BROTHERS MARKET,414 CAMBRIDGE ST,CAMBRIDGE,"$1,228,624.25"
CRIMSON CORNER,35 BRATTLE ST,CAMBRIDGE,"$1,320,785.75"
EXPRESS NEWSTANDS,100 CAMBRIDGE PL,CAMBRIDGE,"$1,438,128.00"
CAMBRIDGE SHELL,1001 CAMBRIDGE STREET,CAMBRIDGE,"$1,617,517.75"
CONVENIENCE PLUS,751 MASS AVE,CAMBRIDGE,"$2,111,168.25"
LUIGI'S VARIETY,520 CAMBRIDGE ST,CAMBRIDGE,"$2,258,353.25"
STAR VARIETY,4 CENTRAL SQUARE,CAMBRIDGE,"$2,402,370.50"
C B PERKINS,95 WASHINGTON ST,CANTON,"$28,004.25"
CANTON WASH & GAS,683 TURNPIKE ST,CANTON,"$96,967.50"
PETES PLACE BAR & GRILL,614 WASHINGTON ST,CANTON,"$100,795.50"
ARAMARK CORPORATION,250 ROYAL ST,CANTON,"$119,288.75"
CANTON VILLAGE WINE & SPIRITS,95 WASHINGTON STREET,CANTON,"$121,075.50"
THE NEWS STAND,719 WASHINGTON STREET,CANTON,"$127,585.50"
MATT KELLY'S PUB,541 WASHINGTON ST,CANTON,"$140,904.00"
NEPONSET CAFE,497 WASHINGTON ST,CANTON,"$167,437.25"
WATERFALL BAR & GRILLE,2 FORGE POND,CANTON,"$169,304.00"
CANTON WASH & GAS,683 TURNPIKE ST,CANTON,"$183,584.50"
HALFWAY CAFE,95 WASHINGTON ST,CANTON,"$194,241.50"
TRI TOWN DISCOUNT LIQUORS,100 A WASHINGTON ST,CANTON,"$199,688.00"
NEW TURNPIKE CAFE,958 TURNPIKE ST,CANTON,"$228,906.25"
PAULA'S PACKAGE STORE,561 WASHINGTON ST,CANTON,"$237,565.75"
BOSTON BY THE VIADUCT,399 NEPONSET ST,CANTON,"$312,756.75"
CANTON TOWN CLUB,300 BAILEY STREET,CANTON,"$322,940.25"
PRESTIGE CAR WASH OF CANTON,925 TURNPIKE ST,CANTON,"$327,968.75"
SPRINGDALE VARIETY,489 BOLIVAR STREET,CANTON,"$361,254.25"
7-ELEVEN 37421,2160 WASHINGTON ST,CANTON,"$440,893.75"
7-ELEVEN 37421,2160 WASHINGTON ST,CANTON,"$461,064.50"
COLBEA  #57,2760 WASHINGTON ST,CANTON,"$493,412.75"
GOLDEN CHINA REST,599 WASHINGTON ST,CANTON,"$533,396.75"
AMERICAN LEGION POST 24,950 R WASHINGTON ST,CANTON,"$607,685.25"
ANDALUS VARIETY,1036 TURNPIKE ST,CANTON,"$644,494.50"
SHAWS 428,95 WASHINGTON ST,CANTON,"$717,223.25"
FRANK'S MOBIL,2776 WASHINGTON ST,CANTON,"$772,215.75"
BLUE HILL EXPRESS,2740 WASHINGTON ST,CANTON,"$825,823.75"
TURNPIKE VARIETY,323 TURNPIKE ST,CANTON,"$828,237.25"
NEPONSET STREET SUNOCO,702 NEPONSET ST,CANTON,"$865,372.25"
CASSIE'S CORNER STORE,5 CHAPMAN ST,CANTON,"$1,551,816.25"
7-ELEVEN 32469-B,504 WASHINGTON ST,CANTON,"$1,710,259.50"
CANTON MART,569 WASHINGTON ST,CANTON,"$2,042,432.75"
MAMMA MIA'S RESTAURANT,73 MAIN ST,CARVER,"$97,224.50"
JAMIES FINE WINES,100 N MAIN STREET,CARVER,"$120,811.00"
CARVER SQ WINE,128 MAIN ST,CARVER,"$310,092.00"
CARVER GAS & CONVENIENCE,224 TREMONT ST,CARVER,"$391,057.00"
CARVER MAIN ST LIQUORS,90 N MAIN ST,CARVER,"$429,542.25"
CORNERSTONE'S,96 NORTH MAIN ST,CARVER,"$623,169.50"
NEW ENGLAND FARMS,133 NORTH MAIN ST,CARVER,"$626,378.00"
TIKI KYE,2 MONTELLO ST,CARVER,"$668,950.25"
SHAWS 1632,100 NORTH MAIN ST,CARVER,"$733,194.00"
NEW ENGLAND FARMS,303 TREMONT ST,CARVER,"$735,246.25"
CUMBERLAND #2236,105 MAIN STREET,CARVER,"$773,587.50"
CUMBERLAND #2327,90 NO MAIN ST,CARVER,"$978,468.50"
CARVER GEKO,118 MAIN STREET,CARVER,"$1,267,274.75"
QUICKEEZ CONVENIENCE,60 N MAIN ST,CARVER,"$2,361,825.00"
PARROT BAR & GRILLE,1356 RTE 28A,CATAUMET,"$280,744.50"
CRAIGVILLE GENERAL STORE,628 CRAIGVILLE BEACH ROAD,CENTERVILLE,"$45,251.75"
7-ELEVEN 37410,1638 FALMOUTH RD,CENTERVILLE,"$121,308.50"
ALLTOWN #2729,1734 FALMOUTH RD,CENTERVILLE,"$126,380.00"
CAPE COD PACKAGE STORE,1495 FALMOUTH RD,CENTERVILLE,"$172,723.25"
7-ELEVEN 37410,1638 FALMOUTH RD,CENTERVILLE,"$1,271,009.50"
7- ELEVEN  25594,1149 FALMOUTH RD,CENTERVILLE,"$1,381,268.25"
STORE ROUTE 28,1675 FALMOUTH RD,CENTERVILLE,"$2,835,647.25"
COLD RIVER PACKAGE,31 B MAIN ST,CHARLEMONT,"$133,218.25"
4 FAMILY,151 MAIN ST,CHARLEMONT,"$608,394.25"
BUNKER HILL GROCERY,190 BUNKER HILL ST,CHARLESTOWN,"$69,719.50"
SANCHEZ MARKET,156 BUNKER HILL ST,CHARLESTOWN,"$111,290.50"
7-ELEVEN 37422,ONE FIRST AVE BLDG 34,CHARLESTOWN,"$114,271.25"
CHARLESTOWN CAFE,78 ARLINGTON AVE,CHARLESTOWN,"$116,381.25"
SCHRAFFT CTR  UNIDINE,529 MAIN ST,CHARLESTOWN,"$167,763.50"
NEWTOWN FOOD MART,87 MEDFORD STREET,CHARLESTOWN,"$201,055.00"
332 CHESTNUT HILL AVENUE,1 RUTHERFORD AVENUE,CHARLESTOWN,"$224,020.50"
7-ELEVEN 37362,140 MAIN ST,CHARLESTOWN,"$262,617.50"
BUNKER HILL LIQUORS,200 BUNKER HILL ST,CHARLESTOWN,"$349,266.75"
UNITED NATIONAL MARKET,134 BUNKER HILL ST,CHARLESTOWN,"$448,009.25"
MCCARTHY BROTHERS LIQUOR,9 MOULTON ST,CHARLESTOWN,"$531,926.50"
777 CONVENIENCE STORE,269 MAIN ST,CHARLESTOWN,"$564,916.75"
SPEEDWAY #2456,123 CAMBRIDGE ST,CHARLESTOWN,"$589,361.75"
7-ELEVEN 37422,ONE FIRST AVE BLDG 34,CHARLESTOWN,"$627,248.25"
BLUE LABEL LIQUOR,2 CARTER ST,CHARLESTOWN,"$668,276.75"
NEWTOWN FOOD MART,87 MEDFORD STREET,CHARLESTOWN,"$685,185.00"
CHARLESTOWN LIQUORS,10 THOMPSON SQ,CHARLESTOWN,"$1,141,952.50"
7 ELEVEN 37362,140 MAIN ST,CHARLESTOWN,"$1,251,963.75"
SULLIVAN STORE,SULLIVAN SQ STATION,CHARLESTOWN,"$1,379,085.00"
A-1 CONVENIENCE,285 A MAIN ST,CHARLESTOWN,"$1,808,209.75"
C & S LIQUORS,280 SOUTHBRIDGE RD,CHARLTON,"$19,703.00"
QUARTER KEG PUB,443 WORCESTER RD R20,CHARLTON,"$77,849.00"
ZORBAS PIZZERIA TAVERN,132 STURBRIDGE ROAD,CHARLTON,"$147,581.25"
CHARLTON BEAGLE CLUB,103 BOND RD,CHARLTON,"$207,877.00"
OXBOW VARIETY & PACKAGE,3 OXBOW RD,CHARLTON,"$272,296.25"
COUNTRY FARMS,57 NORTH MAIN STREET,CHARLTON,"$433,014.50"
CHARLTON COUNTRY STORE,231 STAFFORD ST,CHARLTON,"$463,106.25"
ALLTOWN #855,83 8 WEST MASS PIKE,CHARLTON,"$493,039.75"
ALLTOWN #854,80 4 EAST MASS PIKE,CHARLTON,"$583,883.00"
HONEY FARMS #88,36 WORCESTER RD,CHARLTON,"$732,148.50"
CHARLTON FOOD MART,109 MASONIC HOME RD,CHARLTON,"$743,468.00"
CHARLTON GAS & MARKET,28 WORCESTER RD,CHARLTON CITY,"$1,216,341.50"
TED'S,27 WORCESTER RD,CHARLTON CITY,"$1,320,545.25"
CHATHAM VILLAGE MARKET,20 QUEEN ANNE RD,CHATHAM,"$27,355.75"
CHATHAM LIQUOR STORE,756 MAIN ST,CHATHAM,"$55,667.50"
LIQUOR LOCKER,1221 MAIN ST,CHATHAM,"$188,397.75"
CHATHAM LIGHT LIQUORS,303 ORLEANS RD,CHATHAM,"$744,805.50"
CUMBERLAND #6756,678 MAIN ST,CHATHAM,"$1,062,985.75"
RUDY'S FUEL & AUTO SERVICE,8 LTTLETON RD,CHELMSFORD,"$23,494.75"
HARRINGTON WINE,10 SUMMER ST,CHELMSFORD,"$38,032.50"
CHELMSFORD MART,175 DALTON ROAD,CHELMSFORD,"$64,838.75"
LINCOLN LIQUORS,10 SUMMER ST,CHELMSFORD,"$87,461.50"
DRUM HILL SUNOCO,100 DRUM HILL ROAD,CHELMSFORD,"$124,303.25"
CASK AND BOTTLE,313 LITTLETON RD,CHELMSFORD,"$132,622.00"
CHELMSFORD ELKS,300 LITTLETON RD,CHELMSFORD,"$161,030.75"
HEART POND MOBIL,371 ACTON RD,CHELMSFORD,"$204,740.25"
WINE RACK,210 BOSTON RD,CHELMSFORD,"$237,492.25"
WESTLAND WINE,229 CHELMSFORD ST,CHELMSFORD,"$299,554.75"
CHELMSFORD MOBIL MART,95 CHELMSFORD ST,CHELMSFORD,"$307,962.75"
DRUM HILL LIQUOR MART,85 PARKHURST RD,CHELMSFORD,"$327,242.25"
KATES CORNER,321 ACTON ROAD,CHELMSFORD,"$373,678.50"
CHELMSFORD MART,175 DALTON ROAD,CHELMSFORD,"$432,013.50"
NOURIA #4045,189 CHELMSFORD ST,CHELMSFORD,"$447,729.50"
TEDESCHI #244,210 BOSTON RD,CHELMSFORD,"$688,071.25"
MARKET BASKET #04,288 CHELMSFORD ST,CHELMSFORD,"$711,603.75"
STOP & SHOP #480,299 CHELMSFORD ST,CHELMSFORD,"$825,557.75"
SUNOCO FOOD MART,80 CHELMSFORD ST,CHELMSFORD,"$837,308.75"
HANNAFORD #8191,662 DRUM HILL RD,CHELMSFORD,"$886,263.00"
7-ELEVEN 37503,210 BOSTON RD,CHELMSFORD,"$1,053,515.75"
BRICKHOUSE CENTER SPORTS,1 CENTRAL SQUARE,CHELMSFORD,"$1,059,685.50"
CHELMSFORD GAS & MARKET,81 TYNGSBOROUGH ROAD,CHELMSFORD,"$1,109,252.75"
CUMBERLAND #3516,31 DRUM HILL RD,CHELMSFORD,"$1,312,635.50"
NEW WORLD GAS,269-273 LITTLETON ROAD,CHELMSFORD,"$1,391,684.50"
VILLAGE SQUARE CONVENIENCE,14 FLETCHER ST,CHELMSFORD,"$1,572,585.50"
GLENVIEW PUB & GRILL,248 PRINCETON ST,CHELMSFORD,"$1,618,423.00"
R AND H GAS & CONVENIENCE,7 ACTON RD,CHELMSFORD,"$1,640,037.50"
CORNER CUPBOARD,149 GORHAM ST,CHELMSFORD,"$2,011,658.25"
VICENTINOS MEAT MARKET,84 WASHINGTON AVENUE,CHELSEA,$372.25
SABOR ESPECIAL II,390 BEACHAM STREET,CHELSEA,"$13,089.00"
MARGOLIS PHARMACY,447 BROADWAY,CHELSEA,"$15,624.50"
BROADWAY VARIETY,413 BROADWAY,CHELSEA,"$26,716.25"
HELLERS LIQUOR MART,429 BROADWAY,CHELSEA,"$27,990.00"
ANGEL'S FOOD &  MARKET,416 CRESCENT AVE,CHELSEA,"$31,401.75"
CHELSEA FOOD MART,483 BROADWAY STREET,CHELSEA,"$43,044.50"
MARINA'S MARKET,20 WASHINGTON AVE SUITE A,CHELSEA,"$43,781.25"
LUCKY VARIETY,141 ARLINGTON ST,CHELSEA,"$46,133.75"
BROADWAY LAUNDROMAT,899 BROADWAY,CHELSEA,"$63,500.25"
THE CARD GALLERY,396 BROADWAY,CHELSEA,"$67,923.50"
KHELSEA'S PIZZERIA,158 WASHINGTON AVE,CHELSEA,"$70,795.25"
CASELLA'S LIQUOR MART,900 BROADWAY,CHELSEA,"$82,272.00"
EZ CONVENIENCE,644 WASHINGTON AVENUE,CHELSEA,"$85,808.25"
VARIEDADES ROSAS GIFT SHOP,479 BROADWAY,CHELSEA,"$99,537.25"
SPEEDWAY #2457,251 EVERETT AVE,CHELSEA,"$138,747.75"
EAGLE DINER,390 BEACHAM ST,CHELSEA,"$182,461.75"
BROADWAY EXXON,979 BROADWAY,CHELSEA,"$197,653.50"
CHELSEA WALK PUB,416 BROADWAY,CHELSEA,"$221,781.25"
MARLBORO MARKET,58 MARLBORO STREET,CHELSEA,"$268,273.25"
JV MARKET,560 WASHINGTON AVENUE,CHELSEA,"$268,324.75"
FERNANDEZ BROTHERS LIQUORS,77 WILLIAMS ST,CHELSEA,"$303,979.50"
MILL HILL NATURALIZATION CLUB,46 CLINTON ST,CHELSEA,"$333,592.25"
7-ELEVEN 37436,936-942 BROADWAY,CHELSEA,"$341,693.25"
A B TINEO GROCERY,24 A EVERETT AVE,CHELSEA,"$347,863.75"
BROTHERS CONVENIENCE STORE,212 BROADWAY,CHELSEA,"$357,136.00"
WASHINGTON MARKET,177 WASHINGTON AVE,CHELSEA,"$398,098.00"
ORION MARKET,233 BROADWAY,CHELSEA,"$427,206.75"
HELLER'S LIQUOR MART,429 BROADWAY,CHELSEA,"$428,119.75"
CARIBBEAN LIQUORS,399 BROADWAY,CHELSEA,"$442,973.50"
BELLINGHAM FRUIT & PRODUCE,165 HAWTHORNE ST,CHELSEA,"$471,088.50"
LUNAS MARKET,749 BROADWAY,CHELSEA,"$471,129.75"
SWEET THINGS,20-A FIFTH STREET,CHELSEA,"$478,032.00"
7-ELEVEN 37483,8 WASHINGTON AVE,CHELSEA,"$528,317.00"
BROADWAY VARIETY II,469 EASTERN AVE,CHELSEA,"$566,185.00"
YOGI'S VARIETY,698 BROADWAY,CHELSEA,"$578,675.75"
LA CONSOLARENA MARKET,274 SPRUCE ST,CHELSEA,"$583,531.75"
NEW BROWN JUG,1014 REVERE BEACH PARKWAY,CHELSEA,"$590,235.50"
7-ELEVEN 37494,176-182 WASHINGTON,CHELSEA,"$639,839.50"
LA CENTRO AMERICANA MARKET,14 CENTRAL AVE,CHELSEA,"$658,121.50"
FAMILY FOOD MART,324 REVERE BEACH PKWY,CHELSEA,"$696,022.00"
CITY FOOD MART,571 BROADWAY,CHELSEA,"$721,359.75"
CONGRESS MARKET,67 CONGRESS AVE,CHELSEA,"$723,310.75"
GRAB N GO,361 WASHINGTON AVE,CHELSEA,"$784,543.25"
7-ELEVEN 37483,8 WASHINGTON AVE,CHELSEA,"$814,209.50"
DOCKSIDE RESTAURANT,170 EVERETT AVE,CHELSEA,"$870,633.25"
JOHNNY'S III,54 WASHINGTON AVE,CHELSEA,"$898,270.50"
TIENDA ERIKA,434 BROADWAY,CHELSEA,"$932,665.25"
ONE STOP LIQUORS,141 CENTRAL AVE,CHELSEA,"$1,015,982.25"
TEDESCHI  #380,8 WASHINGTON AVE,CHELSEA,"$1,027,310.50"
CORNER MARKET,801-803 BROADWAY,CHELSEA,"$1,052,931.25"
TEDESCHI  #404,176-182 WASHINGTON,CHELSEA,"$1,128,035.25"
MARKET DEL SOL,60 ADDISON ST,CHELSEA,"$1,206,549.75"
PRATTVILLE MART,383C WASHINGTON AVENUE,CHELSEA,"$1,216,253.00"
EZ FOOD MART,644 WASHINGTON AVE,CHELSEA,"$1,221,010.25"
CHELSEA LIQUOR MART,180-182 BROADWAY,CHELSEA,"$1,227,098.75"
7-ELEVEN 32429-A,115 BROADWAY,CHELSEA,"$1,251,639.25"
7-ELEVEN 37436,936-942 BROADWAY,CHELSEA,"$1,421,451.75"
MARKET BASKET #32,170 EVERETT AVE,CHELSEA,"$1,427,662.75"
PARK STREET MINI MARKET,104-106 PARK STREET,CHELSEA,"$1,554,186.75"
SULLYS VARIETY,890 BROADWAY,CHELSEA,"$1,594,424.75"
FLORAMO'S RESTAURANT,213 EVERETT AVE,CHELSEA,"$1,693,789.75"
FAMILY MARKET,369 BROADWAY,CHELSEA,"$1,909,856.00"
ONE STOP MARKET,138 CENTRAL AVE,CHELSEA,"$2,028,279.50"
SHOP N GO,354 WASHINGTON AVE,CHELSEA,"$2,077,105.50"
FINE MART #3,260-266 BROADWAY,CHELSEA,"$2,526,510.00"
CHERRY VALLEY POST #443,167 MAIN ST,CHERRY VALLEY,"$373,309.50"
ELLER'S,190 MAIN ST,CHERRY VALLEY,"$442,040.50"
JAN'S BEER MART,385 MAIN ST,CHERRY VALLEY,"$471,007.50"
BASS WATER GRILL,287 SOUTH STATE ROAD,CHESHIRE,"$91,245.00"
AKSHAR JI,104 SOUTH ST,CHESHIRE,"$344,251.25"
GREEN ACRES PACKAGE & VARIETY,1613 STATE RD,CHESHIRE,"$960,685.25"
CONVENIENCE PLUS #3705,173 NORTH ST,CHESHIRE,"$1,016,052.75"
WEGMANS #124,200 BOYLSTON ST,CHESTNUT HILL,"$500,443.00"
STAR MKT 645,1 BOYLSTON ST,CHESTNUT HILL,"$740,403.00"
QT FOOD AND FUEL,646 GRATTAN STREET,CHICOPEE,$838.25
GALLAGHER CONVENIENCE,560 EAST STREET,CHICOPEE,"$14,405.25"
GAWRON PROVISION,576 FULLER ROAD,CHICOPEE,"$20,209.50"
FAIRVIEW AMERICAN LEGION HOME,292 NEW  LUDLOW RD,CHICOPEE,"$21,778.25"
QUICK STOP CONVENIENCE,1177 GRANBY RD,CHICOPEE,"$22,294.50"
FAIRVIEW DELI,193 FAIRVIEW AVE,CHICOPEE,"$27,445.00"
COUNTRY CLUB GRILL,1290 BURNETT RD,CHICOPEE,"$29,021.00"
CHICOPEE STREET GENERAL,957 CHICOPEE ST,CHICOPEE,"$33,881.00"
WLM F DAVITT POST 625,374 FRONT ST,CHICOPEE,"$37,654.50"
733 BAR & GRILLE,733 CHICOPEE STREET,CHICOPEE,"$52,022.50"
KAPPY'S LIQUORS,1461 MEMORIAL DRIVE,CHICOPEE,"$55,971.00"
COURTYARD CAFE,27 GROVE ST,CHICOPEE,"$56,084.50"
PULASKI CLUB,13 NORMAN ST,CHICOPEE,"$62,496.75"
BLUE ROOM CAFE,139 BROADWAY,CHICOPEE,"$76,363.00"
WHITE EAGLE WINES,620 FULLER ROAD,CHICOPEE,"$79,409.50"
CHIEFS LOUNGE,371 CHICOPEE ST,CHICOPEE,"$86,769.00"
RITE AID 10051,5 ST JAMES AVENUE,CHICOPEE,"$88,893.00"
SAMS FOOD STORE,1031 CHICOPEE STREET,CHICOPEE,"$95,146.00"
CHICOPEE CONVENIENCE MART,201 EXCHANGE ST,CHICOPEE,"$97,982.25"
TD'S SPORTS PUB,699 GRATTAN ST,CHICOPEE,"$107,017.00"
THE COLLEGIAN COURT,89 PARK ST,CHICOPEE,"$111,007.00"
JAY'S FOOD & FUEL,646 GRATTAN STREET,CHICOPEE,"$117,296.00"
ROLLIN ROC TAVERN,258 EXCHANGE ST,CHICOPEE,"$118,971.25"
DR DEEGANS RESTAURANT,510 BURNETT RD,CHICOPEE,"$120,500.00"
RITE AID 10052,577 MEADOW STREET,CHICOPEE,"$126,214.50"
LIQUORS 44,1461 MEMORIAL DRIVE,CHICOPEE,"$136,261.00"
COLONIAL CAFE,550 CHICOPEE STREET,CHICOPEE,"$139,200.25"
PATRICKS,154 SCHOOL ST,CHICOPEE,"$156,177.25"
LIGHTHOUSE LIQUORS,856 MEMORIAL DR,CHICOPEE,"$163,907.75"
CHILL N FILL,1177 GRANBY RD,CHICOPEE,"$175,022.00"
LIQUORSHED,1345 BURNETT RD,CHICOPEE,"$197,651.25"
UNION MART,457 GRANBY RD,CHICOPEE,"$201,845.50"
CITYVIEW MINI MART,2041 MEMORIAL DRIVE,CHICOPEE,"$206,343.50"
SHELL FOOD MART,197 GROVE STREET,CHICOPEE,"$208,202.25"
AUDITORIUM PUB,52 GLADDU AVE,CHICOPEE,"$225,562.00"
LODGE OF ELKS #1849,431 GRANBY RD,CHICOPEE,"$239,681.25"
AMVETS POST #12,754 MONTGOMERY ST,CHICOPEE,"$265,327.25"
HONEYLAND FARMS,1296 MONTGOMERY ST,CHICOPEE,"$270,509.50"
GNOWS PLACE,1747 WESTOVER ROAD,CHICOPEE,"$280,737.25"
THE RUMBLESEAT,482 SPRINGFIELD STREET,CHICOPEE,"$280,875.00"
BUFFALO ATHLETIC & SOCIAL CLUB,333 JAMES STREET,CHICOPEE,"$281,865.25"
LUCKY STRIKE RESTAURANT,703 GRATTON ST,CHICOPEE,"$284,795.75"
BJ'S WHOLESALE #20,650 MEMORIAL DR,CHICOPEE,"$284,809.50"
FLANAGAN'S PACKAGE,499 SPRINGFIELD ST,CHICOPEE,"$290,672.75"
PRIDE STATION & STORE,167 CHICOPEE ST,CHICOPEE,"$324,617.75"
CHICOPEE MOOSE FAM CTR,244 FULLER RD,CHICOPEE,"$331,008.00"
CABOT LIQUORS,220 EXCHANGE ST,CHICOPEE,"$353,002.50"
PATTI'S FOUR -TEN LOUNGE,32 QUINCY AVE,CHICOPEE,"$358,844.00"
SPEEDWAY #2408,1423 MEMORIAL DR,CHICOPEE,"$388,350.25"
PLAZA LIQUORS,591 D MEMORIAL DR,CHICOPEE,"$407,296.00"
JENROSE WINES & LIQUORS,945-947 CHICOPEE,CHICOPEE,"$412,144.25"
FRUIT FAIR,398 FRONT ST,CHICOPEE,"$414,546.75"
AMERICAN LEGION POST 452,43 EXCHANGE ST,CHICOPEE,"$420,844.25"
SHELL FOOD MART,197 GROVE ST,CHICOPEE,"$440,733.00"
DUGOUT CAFE/PIZZERIA,134 MEADOW ST,CHICOPEE,"$444,120.75"
HU KE LAU INC,705 MEMORIAL DR,CHICOPEE,"$453,941.50"
FRIENDLY LIQUOR,65 MAIN ST,CHICOPEE,"$457,382.50"
FOOD BAG,947 BURNETT RD,CHICOPEE,"$465,211.75"
KAMY'S FOOD & FUEL,817 FRONT ST,CHICOPEE,"$467,938.50"
MY BROTHERS PLACE,185 GROVE ST,CHICOPEE,"$469,414.25"
DOCS PLACE,1264 GRANBY ROAD,CHICOPEE,"$476,025.50"
EZ MART,345A CHICOPEE ST,CHICOPEE,"$479,083.75"
SAMS FOOD STORE,1031 CHICOPEE ST,CHICOPEE,"$481,842.25"
PRIME FOOD & FUEL,1869 MEMORIAL DRIVE,CHICOPEE,"$499,752.25"
SCRAPPY'S LIQUOR LOCKER,577 EAST ST,CHICOPEE,"$500,656.75"
MOBIL #480,2012 MEMORIAL DR,CHICOPEE,"$513,749.75"
ALDENVILLE LIQUOR,742 GRATTAN ST,CHICOPEE,"$520,651.00"
SHOP SMART CONVENIENCE,659 GRATTAN ST,CHICOPEE,"$528,844.00"
