Agent Name,Agent Address,Agent City,FY 17 Net Sales
7-ELEVEN 32566,2196 CRANBERRY HWY,W WAREHAM,"$413,938.25"
7-ELEVEN 32566-B,2196 CRANBERRY HWY,W WAREHAM,"$710,483.00"
VEL'S RESTAURANT,2352 CRANBERRY HWY,W WAREHAM,"$1,024,687.25"
CUMBERLAND #2272,2360 CRANBERRY HGWY,W WAREHAM,"$1,139,437.25"
SPEEDY MART,2238 CRANBERRY HWY,W WAREHAM,"$1,537,665.75"
WHISKEY HILL LIQUORS,2370 MAIN ST,W WARREN,"$357,969.00"
BECKERS PACKAGE STORE,55 RT 28,W YARMOUTH,"$114,633.50"
SAV-ON GAS,381 CAMP ST,W YARMOUTH,"$131,850.25"
LUKES LIQUORS,511 MAIN ST,W YARMOUTH,"$208,374.50"
SPEEDWAY #2438,441 MAIN ST,W YARMOUTH,"$386,338.75"
WEST YARMOUTH MOBIL,601 MAIN STREET,W YARMOUTH,"$387,304.00"
CAPTAIN PARKERS PUB,668 RT 28 MAIN ST,W YARMOUTH,"$466,921.25"
RED FACE JACKS,585 ROUTE 28,W YARMOUTH,"$507,040.75"
CAPE COD FARMS,252 MAIN ST RT 28,W YARMOUTH,"$603,536.50"
SPEEDWAY #2440,14 E MAIN ST,W YARMOUTH,"$611,566.75"
CUMBERLAND #2268,626 MAIN ST,W YARMOUTH,"$787,659.50"
BUCKY'S,528 BUCK ISLAND RD,W YARMOUTH,"$966,101.25"
GIARDINO'S REST,242 MAIN ST RT-28,W YARMOUTH,"$1,255,722.25"
7-ELEVEN 25933-D,444 MAIN ST,W YARMOUTH,"$1,514,254.75"
TOWNHOUSE NEWS,182-D OLD TOWNHOUSE,W YARMOUTH,"$1,953,739.00"
CAPORALES LIQUOR,29 BROADWAY STREET,WAKEFIELD,"$14,931.25"
NOURIA #4038,356 LOWELL ST,WAKEFIELD,"$32,487.75"
MARK'S SMOKE SHOP,360 MAIN ST,WAKEFIELD,"$94,952.75"
GREENWOOD WINE AND SPIRITS,969 MAIN STREET,WAKEFIELD,"$104,919.75"
SMITH DRUG,390 MAIN ST,WAKEFIELD,"$110,344.00"
THE CLARION INN,595 NORTH AVE,WAKEFIELD,"$221,904.00"
CARYN'S RESTAURANT & SPORT BAR,397A MAIN STREET,WAKEFIELD,"$237,174.50"
S & M LIQUORS,258 WATER ST,WAKEFIELD,"$294,449.25"
STEVE & WENDY'S KWIK MART,963 MAIN STREET,WAKEFIELD,"$386,587.00"
ANDY'S LIQUOR,354 MAIN STREET,WAKEFIELD,"$456,469.25"
A L PRIME ENERGY,319 SALEM ST,WAKEFIELD,"$461,163.25"
WAKEFIELD CAR WASH,590 MAIN ST,WAKEFIELD,"$477,270.25"
ROOSTER THAI AND CONVENIENCE,1117 B MAIN STREET,WAKEFIELD,"$498,778.25"
CAPORALE'S FINE WINE & SPIRITS,29 BROADWAY,WAKEFIELD,"$532,341.00"
SHAWS 3648,134 WATER ST,WAKEFIELD,"$569,207.25"
129 QUICK STOP,12 VERNON STREET,WAKEFIELD,"$645,286.50"
MAIN STREET VARIETY,1112 MAIN STREET,WAKEFIELD,"$685,058.75"
CUMBERLAND #6734,200 LOWELL ST,WAKEFIELD,"$715,535.25"
ELM STREET CONVENIENCE,4 ELM ST,WAKEFIELD,"$785,501.25"
WAKEFIELD SUNOCO,493 SALEM ST,WAKEFIELD,"$804,352.75"
MCGILL'S DELI,1317 MAIN ST,WAKEFIELD,"$1,030,608.75"
WAKEFIELD VARIETY,222 SALEM ST,WAKEFIELD,"$1,202,933.25"
CIRCLE K #7500,448 SALEM ST,WAKEFIELD,"$1,720,807.25"
DOCKSIDE RESTAURANT,1099 MAIN ST,WAKEFIELD,"$1,906,838.75"
CAROUSEL VARIETY,436 WATER ST,WAKEFIELD,"$1,911,271.00"
TOWNE NEWS,231 NORTH AVE,WAKEFIELD,"$1,926,122.75"
MOBIL MART,950 MAIN ST,WAKEFIELD,"$2,204,461.50"
QUICK MART,377 LOWELL ST,WAKEFIELD,"$2,565,909.50"
7-ELEVEN 16019-A,193 ALBION ST,WAKEFIELD,"$2,566,061.50"
WALES IRISH PUB,16 HOLLAND RD,WALES,"$423,326.00"
CHOICE FOODS,2 MAIN ST        1,WALES,"$511,623.25"
NORTH WALPOLE SUNOCO,215 MAIN STREET,WALPOLE,"$25,285.50"
WINES & MORE,90 PROVIDENCE HWY,WALPOLE,"$42,501.00"
GINJO/BLUE ORCHID,889 MAIN STREET,WALPOLE,"$87,932.00"
EASTERN PEARL,2275 BOSTON PROVIDENCE HYWY,WALPOLE,"$154,095.00"
VFW POST #5188,33 ROBBINS ROAD,WALPOLE,"$170,687.25"
SPEEDWAY #2410,2285 PROVIDENCE HWY,WALPOLE,"$191,202.00"
C-SCOTT'S,1600 PROVIDENCE HWY,WALPOLE,"$237,035.25"
NAPPER TANDYS,1065 MAIN ST,WALPOLE,"$274,275.00"
ASIA TREASURES,399 HIGH PLAIN STREET,WALPOLE,"$324,502.00"
QUICK STOP,745 MAIN ST,WALPOLE,"$344,311.75"
SAM'S PACKAGE STORE,262 MAIN ST,WALPOLE,"$385,138.00"
BIG Y #65,999 PROVIDENCE HWY,WALPOLE,"$411,761.25"
WALPOLE DISCOUNT BEER,1339 MAIN ST,WALPOLE,"$436,916.00"
FINNEGANS WAKE,685 MAIN STREET,WALPOLE,"$470,366.50"
CONRADS RESTAURANT,907 MAIN ST,WALPOLE,"$476,757.00"
MAIN ST MOBIL,750 MAIN ST,WALPOLE,"$639,945.75"
CUMBERLAND #3441,1185 WASHINGTON ST,WALPOLE,"$652,895.00"
CUMBERLAND #3455,1340 MAIN ST,WALPOLE,"$834,608.75"
WALPOLE MOBIL,980 PROVIDENCE HWY,WALPOLE,"$861,960.75"
MIMI'S MART,1010 MAIN ST,WALPOLE,"$977,675.75"
WALPOLE FUEL,975 PROVIDENCE HWY,WALPOLE,"$1,033,211.25"
STOP & SHOP #044,565 MAIN ST,WALPOLE,"$1,061,733.50"
EXPRESS MART,395 HIGH PLAIN ST,WALPOLE,"$1,686,549.25"
7-ELEVEN 32433-B,909 MAIN ST,WALPOLE,"$1,821,609.25"
DESPENSA FAMILIAR,34 ELM ST,WALTHAM,$903.00
LA CASA LATINA,12 TAYLOR ST,WALTHAM,"$17,315.50"
HIGH ST GAS EXPRESS,190 HIGH STREET,WALTHAM,"$39,503.50"
GORDON'S OF WALTHAM,892 MAIN ST,WALTHAM,"$49,213.75"
COLBEA #82,962 MAIN ST,WALTHAM,"$59,503.00"
VIA LATINA,573 MAIN ST,WALTHAM,"$63,108.75"
ATAHUALPA ENTERPRISES,146 FELTON ST,WALTHAM,"$65,491.50"
FULCINITIS MARKET,121 HAMMOND ST,WALTHAM,"$69,449.75"
CASA D'IALIA GROCERY,203 NEWTON ST,WALTHAM,"$71,333.25"
GORDON'S LIQUORS,577 MOODY ST,WALTHAM,"$71,724.25"
D & L LIQUORS,119-123 RIVER ST,WALTHAM,"$73,056.75"
RITE AID 10185,80 RIVER STREET,WALTHAM,"$73,524.00"
GEORGIO'S LIQUORS,475 WINTER ST,WALTHAM,"$75,788.00"
J & M DOLLAR DISCOUNT,300 MOODY ST,WALTHAM,"$87,476.00"
DESPENSA FAMILIAR,35-37 LEXINGTON ST,WALTHAM,"$90,335.25"
RENDEZVOUS RESTAURANT,596 MOODY ST,WALTHAM,"$99,034.75"
HIGHLAND VARIETY & DELI,61 TOMLIN ST,WALTHAM,"$102,630.25"
TUTI SHOP,146 FELTON STREET,WALTHAM,"$104,040.50"
WALTHAM LODGE 1018 OF MOOSE,249 LEXINGTON ST,WALTHAM,"$130,531.50"
D & L LIQUOR,856 LEXINGTON ST,WALTHAM,"$142,409.75"
WALTHAM SPORTS PUB,619 MAIN STREET,WALTHAM,"$147,156.00"
LA CHAPINCITA MARKET,424 MOODY ST,WALTHAM,"$148,344.00"
MOODY STREET MOBIL,845 MOODY ST,WALTHAM,"$156,726.75"
MACY'S LIQUORS OF WALTHAM,1093 LEXINGTON STREET,WALTHAM,"$159,763.00"
RYAN'S WINE SHOP,192 LEXINGTON ST,WALTHAM,"$163,605.50"
FRENCH AMER V/CLUB,193 ELM ST,WALTHAM,"$209,538.50"
7-ELEVEN 37354,10 HIGH ST,WALTHAM,"$223,937.00"
SUPER PETROLEUM,156 CRESANT ST,WALTHAM,"$252,107.25"
UNITED CONVENIENCE,389 MOODY ST,WALTHAM,"$274,266.00"
MICHAEL  J'S,179 PROSPECT ST,WALTHAM,"$278,536.00"
BJ'S WHOLESALE #205,66 SEYON ST,WALTHAM,"$296,263.50"
AZTECA MARKET,75 PINE STREET,WALTHAM,"$296,326.50"
WALTHAM SMOKE & CONV,699 MAIN STREET,WALTHAM,"$297,664.25"
GREEN RIVER WINE,178 HIGH ST,WALTHAM,"$306,341.00"
LAKEVIEW VARIETY,174 LAKE ST,WALTHAM,"$317,900.50"
FAMILY MARKET,979 MAIN STREET,WALTHAM,"$330,207.75"
CRUZ MARKET,139 FELTON ST,WALTHAM,"$352,052.25"
MAIN ST SHELL #72,65 MAIN ST,WALTHAM,"$354,048.00"
FAMILY MARKET,979 MAIN ST,WALTHAM,"$366,943.50"
SPEEDWAY #2486,66-70 PROSPECT ST,WALTHAM,"$372,491.00"
MICHAELS FINE WINE,411 WAVERLEY OAKS ROAD,WALTHAM,"$411,196.75"
THE COMMON CAFE,603 MAIN ST,WALTHAM,"$415,168.00"
WATCH CITY PETRO,790 MAIN STREET,WALTHAM,"$466,482.25"
WALTHAM BPO ELKS-953,101 SCHOOL ST,WALTHAM,"$481,338.25"
TOTTEN POND SERVICE CENTER,511 TOTTEN POND RD,WALTHAM,"$506,840.50"
WALTHAM MARKET,715 MOODY ST,WALTHAM,"$551,611.00"
HANNAFORD #8017,55 RUSSELL STREET,WALTHAM,"$559,081.75"
7-ELEVEN 37427,131 LEXINGTON ST,WALTHAM,"$565,994.00"
HIGHLANDER,251 HIGH STREET,WALTHAM,"$590,015.75"
WAVERLY SHELL #73,225 WAVERLEY OAKS RD,WALTHAM,"$616,076.00"
MARKET BASKET #79,1265 MAIN STREET,WALTHAM,"$629,049.25"
FRANCO'S PIZZERIA,714 -718 MOODY ST,WALTHAM,"$630,226.00"
MR GROCER VARIETY,133 PROSPECT ST,WALTHAM,"$648,197.75"
SHOPPER'S CAFE,725 MOODY ST,WALTHAM,"$650,187.25"
STAR MKT 2569,1070 LEXINGTON ST,WALTHAM,"$697,692.25"
SOUTHSIDE CONVENIENCE,750 MOODY ST,WALTHAM,"$725,937.00"
SHAWS 1497,130 RIVER STREET,WALTHAM,"$729,997.25"
PAISANO RESTAURANT,221 HIGH ST,WALTHAM,"$760,400.75"
7-ELEVEN 37354,10 HIGH ST,WALTHAM,"$789,947.25"
NEW WORLD QUALITY GAS,487 MAIN ST,WALTHAM,"$821,042.00"
CRONIN'S MARKET,12 CRESCENT ST,WALTHAM,"$903,981.50"
WALTHAM GULF EXPRESS,821 MAIN ST,WALTHAM,"$937,970.50"
WALTHAM FUEL,1335 MAIN ST,WALTHAM,"$1,000,897.50"
PRO TECH AUTO & TIRE,205 WILLOW ST,WALTHAM,"$1,004,607.25"
QUICK STOP VARIETY,607 MAIN ST,WALTHAM,"$1,041,518.00"
MIKE'S FUEL & FOODMART,1455 TRAPELO ROAD,WALTHAM,"$1,124,755.50"
TEDESCHI  #426,591 MOODY STREET,WALTHAM,"$1,170,722.75"
A-1 MARKET,359 MOODY ST,WALTHAM,"$1,186,238.00"
TRAPELO MOBIL,1033 TRAPELO RD,WALTHAM,"$1,405,796.25"
VILLAGE MARKET,588 SOUTH ST,WALTHAM,"$1,425,205.25"
LAKEVIEW CONVENIENCE,225 LAKE ST,WALTHAM,"$1,563,258.75"
7-ELEVEN 37504,591 MOODY ST,WALTHAM,"$1,612,300.25"
MOODY SPA,811 MOODY ST,WALTHAM,"$1,659,817.50"
J & J VARIETY,851 MAIN ST,WALTHAM,"$1,706,021.25"
CONVENIENCE PLUS,150 LEXINGTON ST,WALTHAM,"$1,788,603.25"
TRUE CONVENIENCE,314 RIVER ST,WALTHAM,"$1,809,679.00"
WALTHAM AMER LEG 156,215 WAVERLEY OAKS RD,WALTHAM,"$1,845,726.25"
THE CHATEAU RESTAURANT,195 SCHOOL ST,WALTHAM,"$1,891,749.75"
EASY CONVENIENCE,26 ELM ST,WALTHAM,"$2,329,588.50"
KEV'S KWIK MARKET,909 MAIN ST,WALTHAM,"$2,588,872.00"
VERONICA'S,1074 MAIN ST,WALTHAM,"$2,848,143.00"
KRISTINA VARIETY,40-42 WARREN ST,WALTHAM,"$2,854,531.50"
SNOW'S RESTAURANT,136 PLEASANT ST,WARE,"$15,220.00"
RITE AID 10059,139 WEST STREET,WARE,"$43,047.25"
WARE PACKAGE STORE,51 MAIN ST,WARE,"$267,751.50"
GABES,11 EAST MAIN ST,WARE,"$436,106.50"
BRUSO LIQUOR MART,144 MAIN ST,WARE,"$438,411.75"
SPEEDWAY #2487,18 WEST ST,WARE,"$475,931.50"
BIG Y #21,150 WEST ST,WARE,"$568,169.75"
HONEYLAND FARMS,75 EAST STREET,WARE,"$679,634.25"
CUMBERLAND #6749,195 WEST ST,WARE,"$1,190,574.50"
JANE ALDEN CONVENIENCE,48 WEST ST,WARE,"$1,390,338.00"
BROOKSIDE MART,131 WEST ST,WARE,"$1,453,120.25"
RTE 6 FUEL COMPANY,204 MARION ROAD,WAREHAM,"$11,756.75"
QUICK MART,204 MARION RD,WAREHAM,"$32,270.00"
RITE AID 10188,133 MARION ROAD,WAREHAM,"$84,790.25"
ROSEBROOK WINE & SPIRITS,20 ROSEBROOK PLACE,WAREHAM,"$105,643.50"
WINES & MORE,2421 CRANBERRY HWY STE 460,WAREHAM,"$150,627.00"
BRENNAN'S SMOKE SHOP,208 MAIN ST,WAREHAM,"$160,689.25"
SHENANIGANS BAR & GRILL,2691 CRANBERRY HWY,WAREHAM,"$165,833.50"
BROWNE LIQUORS,189 MARION RD,WAREHAM,"$175,446.25"
SPEEDWAY #2488,163 MAIN STREET,WAREHAM,"$369,186.50"
THE GATEWAY TAVERN,371 MARION RD,WAREHAM,"$397,390.25"
BARNACLE BOB'S SEAFOOD,2424 CRANBERRY HIGHWAY,WAREHAM,"$421,218.00"
CAPEWAY CONVENIENCE STORE,3187 CRANBERRY HIGHWAY,WAREHAM,"$442,579.75"
SHAWS 2653,127 MARION RD,WAREHAM,"$514,067.75"
FIVESTAR GATEWAY GAS,2537 CRANBERRY HWY,WAREHAM,"$612,226.00"
SULLIVAN WINE & SPIRITS,260 MARION RD,WAREHAM,"$659,366.75"
THE JUG SHOP,221 MAIN ST,WAREHAM,"$753,464.00"
CUMBERLAND #2259,163 MAIN ST,WAREHAM,"$862,021.25"
WAREHAM LIQUORS,419 MAIN STREET,WAREHAM,"$931,754.50"
7-ELEVEN 37413,3 BARKER RD,WAREHAM,"$1,142,950.00"
NEW ENGLAND FARMS,2505 CRANBERRY HIGHWAY,WAREHAM,"$1,274,696.50"
WAREHAM COUNTRY MARKET,195 MARION RD,WAREHAM,"$2,817,415.50"
DANGER ZONE SALOON,948 MAIN ST,WARREN,"$14,791.50"
GLENDA'S PUB,948 MAIN STREET,WARREN,"$18,700.00"
WARREN CASH MARKET,942 MAIN STREET,WARREN,"$30,445.50"
WARREN CASH MARKET,942 MAIN ST,WARREN,"$31,861.25"
COUNTRYSIDE PUB,83 MECHANIC ST,WARREN,"$242,709.00"
WARREN PACKAGE,958 MAIN ST,WARREN,"$628,702.75"
ALLTOWN #10024,1300 W MAIN ST/RT 67,WARREN,"$743,754.25"
ARSENAL WINE & SPIRITS,111 ARSENAL ST       2,WATERTOWN,"$34,553.75"
SHUTT DETACHMENT MARINE CORP,215 MT AUBURN ST,WATERTOWN,"$100,444.50"
RICCI PACKAGE STORE,331 MAIN ST,WATERTOWN,"$113,968.75"
COOLIDGE LIQUORS,608 MOUNT AUBURN STREET,WATERTOWN,"$138,063.75"
CVS  ATTN:  LOTTERY,189 WATERTOWN ST,WATERTOWN,"$151,954.00"
CVS  ATTN:  LOTTERY,27-43 MAIN ST,WATERTOWN,"$262,219.00"
SPEEDWAY #2518,22 N BEACON ST,WATERTOWN,"$331,410.75"
7-ELEVEN 37341,164 MAIN ST,WATERTOWN,"$334,080.25"
DONOHUES,87 BIGELOW ST,WATERTOWN,"$351,551.00"
HALFWAY CAFE,394 MAIN STREET,WATERTOWN,"$370,048.00"
GENERAL MARKET,218 WAVERLEY AVE,WATERTOWN,"$387,069.75"
FRANCIS FOOD MART,1084 BELMONT ST,WATERTOWN,"$431,848.00"
MODA TOBACCO,550 ARSENAL ST,WATERTOWN,"$463,995.50"
7-ELEVEN 37341,164 MAIN ST,WATERTOWN,"$506,590.25"
FIT-Z'S,451-453 MAIN STREET,WATERTOWN,"$569,077.75"
NICHOLS CONVENIENCE,105 NICHOLS AVENUE,WATERTOWN,"$591,130.00"
JOE'S VARIETY,278 ORCHARD ST,WATERTOWN,"$663,979.75"
STOP & SHOP #446,171 WATERTOWN ST,WATERTOWN,"$761,183.00"
CONVENIENCE PLUS,99 SCHOOL STREET,WATERTOWN,"$827,784.25"
DYER LIQUORS,40 MT AUBURN ST,WATERTOWN,"$887,003.25"
STOP & SHOP #049,700 PLEASANT ST,WATERTOWN,"$989,219.00"
BUS STOP VARIETY,121 GALEN ST,WATERTOWN,"$1,052,770.25"
BUS STOP VARIETY,633 MAIN ST,WATERTOWN,"$1,098,628.75"
WATERTOWN JACKS,80 MAIN ST,WATERTOWN,"$1,275,289.25"
HANDY VARIETY,95 COMMON ST,WATERTOWN,"$1,505,747.00"
MT AUBURN GRILL,643-649 MT AUBURN ST,WATERTOWN,"$1,763,008.25"
7-ELEVEN 32461-A,650 MT AUBURN ST,WATERTOWN,"$2,043,841.50"
VICTORIA SPA,603 MT AUBURN ST,WATERTOWN,"$3,001,642.75"
METRO MINI MART,405 MAIN ST,WATERTOWN,"$3,226,170.25"
SPERRY'S FINE WINE BEER & CIGA,87 ANDREW AVE,WAYLAND,"$6,590.50"
RITE AID 10107,35 MAIN STREET,WAYLAND,"$44,530.25"
CVS  ATTN:  LOTTERY,325 BOSTON POST RD,WAYLAND,"$47,206.00"
POST ROAD LIQUORS,44 BOSTON POST ROAD,WAYLAND,"$49,054.50"
LAVIN'S PACKAGE STORE,330 OLD CONN PATH,WAYLAND,"$84,769.75"
SUNOCO #6006,19 MAIN ST,WAYLAND,"$155,742.50"
DONELANS OF WAYLAND,177 COMMONWEALTH AVE,WAYLAND,"$176,695.75"
STOP & SHOP #2700,400 BOSTON POST RD,WAYLAND,"$329,957.25"
DUDLEY CHATEAU,20 CREST RD,WAYLAND,"$357,461.00"
WAYLAND MINI MARKET,334 BOSTON POST RD,WAYLAND,"$430,436.00"
WAYLAND GULF,28 BOSTON POST RD,WAYLAND,"$464,950.50"
CHINA ROSE,15 EAST PLAIN ST,WAYLAND,"$562,298.50"
WAYLAND VARIETY & DELI,70 BOSTON POST ROAD,WAYLAND,"$627,222.50"
THE VILLA RESTAURANT,124 E PLAIN ST,WAYLAND,"$847,667.25"
HONEY FARMS #56,114 MAIN ST,WAYLAND,"$1,181,961.25"
LIBERTY RESTAURANT,103 N MAIN ST,WEBSTER,$160.00
200 SPORTSMEN CLUB,184 SUTTON RD,WEBSTER,"$10,744.00"
POLISH AMERICAN CITIZENS,37 HARRIS ST,WEBSTER,"$30,198.00"
KMART 9692,70 WORCESTER RD,WEBSTER,"$40,139.00"
RITE AID 10092,80 EAST MAIN ST,WEBSTER,"$60,020.50"
MICHAEL'S ON MAIN,595 S MAIN ST,WEBSTER,"$98,861.00"
BISTRO EIGHTY ATES,172 GORE ROAD,WEBSTER,"$106,036.00"
WEBSTER FISH & GAME,RTE 19 GORE ROAD,WEBSTER,"$121,180.75"
D E B S PLACE,4 E MAIN ST,WEBSTER,"$192,876.00"
HANK'S LIQUORS,94 EAST MAIN ST,WEBSTER,"$201,919.75"
POLISH AMERICAN VETERANS,30 RAY ST,WEBSTER,"$226,154.50"
WEBSTER WINE & LIQUORS,57-59 MAIN ST,WEBSTER,"$238,623.00"
SWINGIN CHICKEN SALOON,138 LAKE STREET,WEBSTER,"$241,800.00"
CAPPELLINIS,141 WORCESTER ROAD,WEBSTER,"$272,284.75"
BOOSTERS ATHLETIC CLUB,215 NORTH MAIN ST,WEBSTER,"$289,422.00"
NIPMUC LIQUORS,35 THOMPSON ROAD,WEBSTER,"$297,831.50"
COFFEE SNACK & TOBACCO SHACK,152 GORE ROAD,WEBSTER,"$300,687.25"
LAKE PIZZA,39 THOMPSON RD,WEBSTER,"$312,899.00"
THE LODGE,148 GORE RD,WEBSTER,"$327,272.50"
AMERICAN LEGION #184,9 HOUGHTON ST,WEBSTER,"$337,738.50"
WEBSTER XTRA MART,74 EAST MAIN STREET,WEBSTER,"$351,939.75"
T S K K,21 HARRIS ST,WEBSTER,"$365,959.25"
GILBERT MARKET,93 N MAIN STREET,WEBSTER,"$370,841.75"
MARIO'S SHOWPLACE II,147 THOMPSON ROAD,WEBSTER,"$427,739.00"
JIMMY'S CONVENIENCE STR,421 SOUTH MAIN STREET,WEBSTER,"$457,112.50"
ENERGY NORTH #2123,144 THOMPSON RD,WEBSTER,"$461,139.50"
WIND TIKI RESTAURANT,154 THOMPSON RD,WEBSTER,"$694,658.50"
SUNNYSIDE FARMS,25 LAKE ST,WEBSTER,"$778,909.50"
7-ELEVEN 34385-A,95 MAIN ST,WEBSTER,"$818,222.25"
KOSCIUSZKO SOCIETY,10 DRESSER ST,WEBSTER,"$825,439.00"
PRICE CHOPPER #240,2 WORCESTER RD,WEBSTER,"$941,780.00"
MAC'S AUTO REPAIR,77 E MAIN ST,WEBSTER,"$948,605.25"
COUNTRY FARM,119 EAST MAIN ST,WEBSTER,"$1,039,218.00"
HONEY FARMS #90,188 GORE RD,WEBSTER,"$1,625,935.50"
WEBSTER GULF EXPRESS,137 EAST MAIN ST,WEBSTER,"$1,676,590.50"
HOLLY FARMS,151 THOMPSON ROAD,WEBSTER,"$3,691,635.75"
THE VILLAGE MARKET,9 WASHINGTON STREET,WELLESLEY,"$57,330.00"
FELLS MARKET,326 WESTON RD,WELLESLEY,"$109,304.25"
ALLTOWN #2723,453 WASHINGTON ST,WELLESLEY,"$452,138.75"
WELLESLEY STATION,870 WORCESTER ST,WELLESLEY,"$613,038.25"
VILLAGE MARKET,9 WASHINGTON STREET,WELLESLEY,"$694,630.50"
ROCHE BROS #120,184 LINDEN ST,WELLESLEY,"$705,524.50"
WELLESLEY SHELL,987 WORCESTER RD,WELLESLEY,"$733,699.75"
WELLESLEY VARIETY,5 FOREST ST,WELLESLEY HILLS,"$913,184.75"
WELLFLEET SPIRITS,309 MAIN ST,WELLFLEET,"$80,708.25"
BLACKFISH VARIETY,1600 STATE HWY,WELLFLEET,"$198,991.50"
CUMBERLAND #2307,2586 STATE HWY RTE 6,WELLFLEET,"$468,279.25"
EXPRESS MART,2619 STATE HWY ROUTE 6,WELLFLEET,"$671,243.00"
RICHDALE,143 TOPSFIELD RD,WENHAM,"$353,964.25"
RICHDALE,143 TOPSFIELD ROAD,WENHAM,"$1,004,547.25"
SACHI JAPANESE STEAK HOUSE,200 UNION STREET,WESTBORO,"$26,923.00"
WESTBORO MOBIL,24 E MAIN ST,WESTBORO,"$30,999.00"
HIGHPOINT LIQUORS,2 CONNECTOR RD,WESTBORO,"$56,622.00"
JULIOS LIQUORS,140 TURNPIKE RD,WESTBORO,"$92,426.50"
SAPPORO RESTAURANT,50 EAST MAIN ST,WESTBORO,"$104,616.00"
DIVINE WINE & SPIRITS,1300 UNION ST,WESTBORO,"$105,803.50"
TOP SHELF WINE & SPIRITS,276 TURNPIKE RD,WESTBORO,"$142,601.25"
OWEN O'LEARY'S RESTAURANT,17 CONNECTOR RD,WESTBORO,"$234,178.50"
ROCHE BROS #119,1100 UNION ST,WESTBORO,"$246,710.50"
NOURIA #4044,128 TURNPIKE RD,WESTBORO,"$287,765.75"
WESTBORO SHELL,27 E MAIN STREET,WESTBORO,"$325,582.75"
TENKA GRILL,153 TURNPIKE RD,WESTBORO,"$385,479.00"
WESTBORO VFW #9013,9A MILK ST,WESTBORO,"$401,188.00"
STOP & SHOP #497,32 LYMAN STREET,WESTBORO,"$444,010.25"
THE CHATEAU RESTAURANT,95 TURNPIKE ST,WESTBORO,"$466,993.75"
ALLTOWN #860,104  4 WEST MASS PIKE,WESTBORO,"$477,394.00"
JP'S RESTAURANT & PUB,166 MILK ST,WESTBORO,"$497,327.00"
STOP & SHOP #019,290 TURNPIKE RD,WESTBORO,"$510,029.75"
CHENG-DU REST,157 TURNPIKE RD,WESTBORO,"$521,683.50"
ALLTOWN WESTBORO,130 TURNPIKE RD,WESTBORO,"$563,104.00"
SUNSHINE CONVENIENCE FOOD,65 EAST MAIN ST,WESTBORO,"$572,564.25"
7-ELEVEN 34430 B,2 SOUTH ST,WESTBORO,"$692,721.25"
WESTBORO XTRA MART,183 TURNPIKE RD,WESTBORO,"$907,112.25"
BP,11 MILK ST,WESTBORO,"$988,643.50"
TJ FARM,31 SOUTH STREET,WESTBORO,"$1,318,026.00"
KK'S NEPALI SUPERMARKET,160 ELM ST,WESTFIELD,"$5,096.00"
LUCKY MART,286 SOUTHAMPTON ROAD,WESTFIELD,"$36,833.00"
EBENEZER'S BAR & GRILL,110 ELM ST,WESTFIELD,"$42,563.00"
J & J VARIETY,69 FRANKLIN STREET,WESTFIELD,"$51,744.75"
TEKOA COUNTRY CLUB,459 RUSSELL RD,WESTFIELD,"$57,018.25"
GOLDEN PEACOCK,1029 NORTH RD,WESTFIELD,"$61,674.25"
CITY PACKAGE STORE,131 MEADOW ST,WESTFIELD,"$71,604.00"
PANDA HOUSE,589 E MAIN ST,WESTFIELD,"$73,733.00"
ELM ST MOBIL,181 ELM ST,WESTFIELD,"$91,816.00"
WESTFIELD LIQUORS,95 MAIN ST,WESTFIELD,"$101,837.75"
76 DISCOUNT LIQUORS,65 SOUTHWICK ROAD,WESTFIELD,"$106,235.25"
CLOUD 19 LOUNGE,1458 E MOUNTAIN RD,WESTFIELD,"$108,618.50"
RITE AID 10060,1 EAST SILVER STREET,WESTFIELD,"$109,425.75"
LOYAL ORDER OF MOOSE #1255,56 WASHINGTON STREET,WESTFIELD,"$110,104.00"
POP THE CORK,5A EAST SILVER ST,WESTFIELD,"$137,298.25"
MOBIL GAS,181 ELM STREET,WESTFIELD,"$144,339.25"
MOBIL MART,162 SOUTHAMPTON ROAD,WESTFIELD,"$147,362.50"
S & S MART,82 FRANKLIN ST,WESTFIELD,"$151,370.75"
WESTFIELD SPIRIT SHOP,440 SOUTHAMPTON RD,WESTFIELD,"$151,986.00"
MOLT'S LIQUORS,71 FRANKLIN ST,WESTFIELD,"$156,723.00"
STOP N GO,35 MILL ST,WESTFIELD,"$185,131.75"
MR PHIPPS,111 N ELM ST,WESTFIELD,"$189,445.75"
JJ'S VARIETY,69 FRANKLIN STREET,WESTFIELD,"$191,817.75"
MRS PHIPPS,485 E. MAIN ST.,WESTFIELD,"$194,466.00"
THE TOBACCO  BARN,53 ELM ST,WESTFIELD,"$201,769.00"
FRESHCO,1029 NORTH ROAD,WESTFIELD,"$204,546.50"
RYAN PACKAGE STORE,33 FRANKLIN ST,WESTFIELD,"$245,728.75"
WHIP CITY BREW,287 NORTH ELM ST,WESTFIELD,"$276,280.50"
WESTWOOD RESTAURANT,94 N ELM ST,WESTFIELD,"$284,821.00"
HONEYLAND FARMS,4 RUSSELL RD,WESTFIELD,"$300,380.75"
CONVENIENCE PLUS #3724,259 NORTH ELM ST,WESTFIELD,"$315,285.50"
WESTFIELD FOOD MART,278 ELM STREET,WESTFIELD,"$350,908.75"
